,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition,Unnamed: 23
11,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,CC(C)(C)[O-].[Na+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,30,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
12,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,CCN(CC)CC,N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,1,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
15,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,1,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
16,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,87,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
17,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,92,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.4,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
18,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,98,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.1,0.2,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
19,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,88,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.05,0.1,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
20,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,65,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.1,0.1,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
22,C#CC1=CC=CC=C1,BrC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,54,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
23,C#CC1=CC=CC=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,C1(C#CC2=CC=CC=C2)=CC=CC=C1,99,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,benzene,N2,
24,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,96,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,toluene,N2,
25,COC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,90,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethoxybenzene,toluene,N2,
26,COC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,83,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethoxybenzene,benzene,N2,
27,CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC(C=C2)=CC=C2C#CC1=CC=C(C)C=C1,76,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethylbenzene,benzene,N2,
28,CC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,83,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethylbenzene,toluene,N2,
30,C#CC1=CC=CC=C1,IC1=CN=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,C1(C#CC2=CC=CC=C2)=CC=CN=C1,65,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,pyridine,N2,
32,C#CC1=CC=CC=C1,IC1=CC=C(C#N)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,[C-]#[N+]C2=CC=C(C=C2)C#CC1=CC=CC=C1,90,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,benzonitrile,N2,
33,C#CC1=CC=CC=C1,IC1=CC=C(N)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,NC2=CC=C(C=C2)C#CC1=CC=CC=C1,78,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,aniline,N2,
34,CC1=CC=C(C#C)C=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC(C=C2)=CC=C2C#CC1=CC=C(C(C)=O)C=C1,58,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethylbenzene,acetophenone,N2,
35,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,40h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,64,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
36,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,50h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,72,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
37,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,80,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,60,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
38,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,98,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,O2,
81,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,20,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
82,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,N1(CC2)CCN2CC1,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,39,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
83,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,NCCN,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
84,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,CNCCNC,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
85,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,C1(P(C3=CC=CC=C3)C2=CC=CC=C2)=CC=CC=C1,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,76,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
86,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,OC2=CC=CC1=CC=CN=C12,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
87,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,O[C@H]1[C@H](O)CCCC1,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,65,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
88,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,OCCO,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,56,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
89,COC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,20h,120,[Cu]I,C(=O)([O-])[O-].[K+].[K+] ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,COC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,82,https://doi.org/10.1080/00397911.2018.1554142,optimization,1.1,1.0,0.2,,2.0,Table 1,article,cadiot,ethynylmethoxybenzene,acetylene,N2,
126,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,O=C(O[Zn]OC(C)=O)C,C(=O)([O-])[O-].[K+].[K+]  ,O[C@H]1[C@H](O)CCCC1,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,0,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 1,article,cadiot,ethynylmethylbenzene,acetylene,N2,
127,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,O[C@H]1[C@H](O)CCCC1,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,43,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 1,article,cadiot,ethynylmethylbenzene,acetylene,N2,
128,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OCCO,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,57,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
129,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC2=CC=CC1=CC=CN=C12,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,25,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
130,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,NCCN,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,7,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
131,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,N1(CC2)CCN2CC1,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,34,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
132,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,67,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
133,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,C12=CC=C3C(N=CC=C3)=C1N=CC=C2,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,29,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
134,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,CC(CC(C)=O)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,29,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
135,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,CNCCNC,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,26,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
136,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,N[C@H]1[C@H](N)CCCC1,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,26,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Scheme 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
137,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,COC,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,10,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
138,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,C1COCCO1,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,29,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
139,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,62,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
140,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,O1CCCC1,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,27,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
141,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,COC,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
142,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CS(C)=O,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,1,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
143,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CC1=CC=CC=C1,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,27,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
144,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CC(C)(O)C,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,34,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
147,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CC#N,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[K+].[K+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,31,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
149,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,C(=O)([O-])[O-].[Cs+].[Cs+]  ,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,71,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
150,CC1=CC=C(C#C)C=C1,BrC#CC1=CC=CC=C1,CCO,24h,125,CC[Zn]CC,CCN(CC)CC,OC(C1CCCN1)=O,CC1=CC=C(C#CC#CC2=CC=CC=C2)C=C1,17,https://doi.org/10.1016/j.mcat.2017.07.021,optimization,1.2,1.0,0.2,0.4,2.0,Table 2,article,cadiot,ethynylmethylbenzene,acetylene,N2,
