,Yields,Predicted Yields
134,GOOD YIELD,AVERAGE YIELD
135,AVERAGE YIELD,GOOD YIELD
136,AVERAGE YIELD,GOOD YIELD
137,GOOD YIELD,GOOD YIELD
138,POOR YIELD,GOOD YIELD
139,AVERAGE YIELD,GOOD YIELD
140,BELOW AVERAGE YIELD,AVERAGE YIELD
141,GOOD YIELD,GOOD YIELD
142,BELOW AVERAGE YIELD,AVERAGE YIELD
143,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
144,AVERAGE YIELD,GOOD YIELD
145,GOOD YIELD,AVERAGE YIELD
146,GOOD YIELD,GOOD YIELD
147,GOOD YIELD,POOR YIELD
148,AVERAGE YIELD,AVERAGE YIELD
149,BELOW AVERAGE YIELD,AVERAGE YIELD
150,AVERAGE YIELD,AVERAGE YIELD
151,POOR YIELD,BELOW AVERAGE YIELD
152,AVERAGE YIELD,POOR YIELD
153,POOR YIELD,GOOD YIELD
154,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
155,AVERAGE YIELD,AVERAGE YIELD
156,POOR YIELD,POOR YIELD
157,GOOD YIELD,GOOD YIELD
158,GOOD YIELD,GOOD YIELD
159,GOOD YIELD,AVERAGE YIELD
160,GOOD YIELD,GOOD YIELD
161,GOOD YIELD,GOOD YIELD
162,POOR YIELD,GOOD YIELD
163,GOOD YIELD,GOOD YIELD
164,POOR YIELD,POOR YIELD
165,BELOW AVERAGE YIELD,POOR YIELD
166,GOOD YIELD,AVERAGE YIELD
167,GOOD YIELD,POOR YIELD
168,GOOD YIELD,GOOD YIELD
169,POOR YIELD,GOOD YIELD
170,AVERAGE YIELD,AVERAGE YIELD
171,POOR YIELD,POOR YIELD
172,GOOD YIELD,AVERAGE YIELD
173,POOR YIELD,GOOD YIELD
174,GOOD YIELD,GOOD YIELD
175,GOOD YIELD,GOOD YIELD
176,GOOD YIELD,BELOW AVERAGE YIELD
177,BELOW AVERAGE YIELD,BELOW AVERAGE YIELD
178,AVERAGE YIELD,AVERAGE YIELD
179,POOR YIELD,BELOW AVERAGE YIELD
180,POOR YIELD,POOR YIELD
181,POOR YIELD,GOOD YIELD
182,GOOD YIELD,POOR YIELD
183,GOOD YIELD,GOOD YIELD
184,POOR YIELD,BELOW AVERAGE YIELD
185,AVERAGE YIELD,BELOW AVERAGE YIELD
186,POOR YIELD,POOR YIELD
187,GOOD YIELD,GOOD YIELD
188,POOR YIELD,POOR YIELD
189,AVERAGE YIELD,AVERAGE YIELD
190,GOOD YIELD,AVERAGE YIELD
191,BELOW AVERAGE YIELD,GOOD YIELD
192,POOR YIELD,POOR YIELD
