,substrate,coupling_partner,Solvent,Time,temperature,catalyst_precursor,reagent,ligand,PRODUCT,isolated_yield,DOI,origin,eq_substrate,eq_coupling_partner,eq_catalyst,eq_ligand,eq_reagent,scheme_table,review,Mechanism,substrate_class,coupling_partner_class,reaction_condition,Unnamed: 23
10,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,75,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
11,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,CC(C)(C)[O-].[Na+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,30,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
12,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,CCN(CC)CC,N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,1,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
13,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,0,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,,,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
14,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,0,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
15,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,1,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
16,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,87,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
17,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,92,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.4,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
18,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,98,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.1,0.2,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
19,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,88,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.05,0.1,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
20,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,65,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.1,0.1,2.0,table.2,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
21,C#CC1=CC=CC=C1,IC1=CC=CC=C1O,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,C12=CC=CC=C1C=C(C3=CC=CC=C3)O2,65,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,Scheme 1,Research_Article,sonogashira,aryl acetylene,benzene,N2,
22,C#CC1=CC=CC=C1,BrC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,54,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
23,C#CC1=CC=CC=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,C1(C#CC2=CC=CC=C2)=CC=CC=C1,99,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,benzene,N2,
24,C#CC1=CC=CC=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,96,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,toluene,N2,
25,COC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,90,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethoxybenzene,toluene,N2,
26,COC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,83,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethoxybenzene,benzene,N2,
27,CC1=CC=C(C#C)C=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC(C=C2)=CC=C2C#CC1=CC=C(C)C=C1,76,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethylbenzene,benzene,N2,
28,CC1=CC=C(C#C)C=C1,IC1=CC=C(C)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1,83,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethylbenzene,toluene,N2,
29,COC1=CC=C(C#C)C=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC(C2=CC=C(C=C2)C#CC1=CC=C(OC)C=C1)=O,65,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethoxybenzene,acetophenone,N2,
30,C#CC1=CC=CC=C1,IC1=CN=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,C1(C#CC2=CC=CC=C2)=CC=CN=C1,65,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,pyridine,N2,
31,C#CC1=CN=CC=C1,IC1=CC=CC=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,C1(C#CC2=CC=CC=C2)=CC=CN=C1,51,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,pyridine,benzene,N2,
32,C#CC1=CC=CC=C1,IC1=CC=C(C#N)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,[C-]#[N+]C2=CC=C(C=C2)C#CC1=CC=CC=C1,90,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,benzonitrile,N2,
33,C#CC1=CC=CC=C1,IC1=CC=C(N)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,NC2=CC=C(C=C2)C#CC1=CC=CC=C1,78,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,aryl acetylene,aniline,N2,
34,CC1=CC=C(C#C)C=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,CC(C=C2)=CC=C2C#CC1=CC=C(C(C)=O)C=C1,58,https://doi.org/10.1002/slct.201600894,scope,1.2,1.0,0.1,0.2,2.0,table.3,Research_Article,sonogashira,ethynylmethylbenzene,acetophenone,N2,
35,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,40h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,64,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
36,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,50h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,72,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
37,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,80,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,60,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,N2,
38,C#CC1=CC=CC=C1,IC1=CC=C(C(C)=O)C=C1,CS(C)=O,60h,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],N[C@H]1[C@H](N)CCCC1,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,98,https://doi.org/10.1002/slct.201600894,optimization,1.2,1.0,0.2,0.6,2.0,S1,Research_Article,sonogashira,aryl acetylene,acetophenone,O2,
39,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,83,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
40,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]Br,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,37,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
41,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,C/C(=C/C(=O)C)/O.C/C(=C/C(=O)C)/O.[Cu],[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,74,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
42,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,Br[Cu]Br,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,51,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.1,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
43,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,75,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
44,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,O,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,80,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
45,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,O1CCCC1,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,47,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
46,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,C1COCCO1,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,78,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
47,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CC#N,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,65,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
48,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,OCCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,69,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table.2,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
49,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,O=C([O-])[O-].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,73,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
50,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[F-].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,47,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
51,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,CCN(CC)CC,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,38,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
52,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,CC(C)(C)[O-].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,67,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
53,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,O=C([O-])[O-].[Cs+].[Cs+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,43,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
54,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[2H-].[Na+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,77,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
55,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,C1CN2CCN1CC2,,C1(C#CC2=CC=CC=C2)=CC=CC=C1,19,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 3,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
56,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,83,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.15,,,table 4,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
57,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,150,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,75,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 4,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
58,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,15min,110,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,55,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 4,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
59,OB(C1=CC=CC=C1)O,BrC#CC1=CC=CC=C1,CCO,20min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CC=C1,83,https://doi.org/10.1002/slct.201803144,optimization,1.2,1.0,0.1,,,table 4,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
60,OB(O)C1=CC=C(OC)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,COC2=CC=C(C=C2)C#CC1=CC=CC=C1,73,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
61,OB(O)C1=CC=C(Cl)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,ClC(C=C2)=CC=C2C#CC1=CC=CC=C1,70,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
62,ClC(C=C2)=CC=C2B1OCC(C)(C)CO1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,FC(C=C2)=CC=C2C#CC1=CC=CC=C1,96,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,halobenzene,acetylene,MW,
63,OB(O)C1=CC=C(C=O)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,O=CC(C=C2)=CC=C2C#CC1=CC=CC=C1,83,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
64,OB(O)C1=CC=C(C(C)=O)C=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,O=C(C2=CC=C(C=C2)C#CC1=CC=CC=C1)C,70,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
65,OB(O)C1=CC=CN=C1,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,C1(C#CC2=CC=CC=C2)=CC=CN=C1,80,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
66,CC/C([B@@]2OC1=CC=CC=C1O2)=C\CC,BrC#CC1=CC=CC=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,CC/C(C#CC1=CC=CC=C1)=C\CC,1,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,CC/C([B@@]2phenolO2)=C\CC,acetylene,MW,
67,OB(C1=CC=CC=C1)O,BrC#CC1=CC=C(C)C=C1,CCO,15min,130,[Cu]I,[O-]P([O-])([O-])=O.[K+].[K+].[K+],,CC1=CC=C(C#CC2=CC=CC=C2)C=C1,82,https://doi.org/10.1002/slct.201803144,scope,1.2,1.0,0.1,,,table 5,Research_Article,suzuki,phenyl boronic acid,acetylene,MW,
