,Substrate,Origin,Predicted Yields,Global baseline,Yields
60,BrC#CC1=CC=C(OC)C=C1,scope,55.6,45.17659137577002,21.0
61,BrC#CC1=CC=C(OC)C=C1,scope,42.330502862014384,45.17659137577002,43.0
62,BrC#CC1=CC=C(OC)C=C1,scope,41.73585307017544,45.17659137577002,52.0
63,BrC#CC1=CC=C(OC)C=C1,scope,73.63279584726868,45.17659137577002,83.0
64,BrC#CC1=CC=C(OC)C=C1,scope,57.65533333333334,45.17659137577002,21.0
65,BrC#CC1=CC=C(OC)C=C1,scope,36.57315688478188,45.17659137577002,43.0
66,BrC#CC1=CC=C(OC)C=C1,scope,41.07067656342886,45.17659137577002,52.0
67,BrC#CC1=CC=C(OC)C=C1,scope,76.8678886639676,45.17659137577002,83.0
68,BrC#CC1=CC=C(OC)C=C1,scope,59.5258076923077,45.17659137577002,21.0
69,BrC#CC1=CC=C(OC)C=C1,scope,37.55374783064372,45.17659137577002,43.0
70,BrC#CC1=CC=CC=N1,scope,51.275,45.241308793456035,46.0
71,BrC#CC1=CC=CC=N1,scope,43.99761437908497,45.241308793456035,31.0
72,BrC#CC1=CC=CC=N1,scope,50.39,45.241308793456035,46.0
73,BrC#CC1=CC=CC=N1,scope,43.25469713861018,45.241308793456035,31.0
74,BrC#CC1=CC=CC=N1,scope,53.17,45.241308793456035,46.0
75,BrC#CC1=CC=CC=N1,scope,46.83037299465241,45.241308793456035,31.0
76,BrC#CC1=CC=CC=N1,scope,49.705,45.241308793456035,46.0
77,BrC#CC1=CC=CC=N1,scope,43.75195849802371,45.241308793456035,31.0
78,BrC#CC1=CC=CC=N1,scope,52.47,45.241308793456035,46.0
79,BrC#CC1=CC=CC=N1,scope,41.937530019000604,45.241308793456035,31.0
80,BrC#CC1=CC=CC=N1,scope,51.93899999999999,45.241308793456035,46.0
81,BrC#CC1=CC=CC=N1,scope,42.164300639790724,45.241308793456035,31.0
82,BrC#CC1=CC=CC=N1,scope,53.62857142857143,45.241308793456035,46.0
83,BrC#CC1=CC=CC=N1,scope,41.595165105417216,45.241308793456035,31.0
84,BrC#CC1=CC=CC=N1,scope,52.14499999999999,45.241308793456035,46.0
85,BrC#CC1=CC=CC=N1,scope,40.27303775539254,45.241308793456035,31.0
86,BrC#CC1=CC=CC=N1,scope,47.314615384615394,45.241308793456035,46.0
87,BrC#CC1=CC=CC=N1,scope,42.34184999932988,45.241308793456035,31.0
88,BrC#CC1=CC=CC=N1,scope,54.31727272727273,45.241308793456035,46.0
89,BrC#CC1=CC=CC=N1,scope,45.888036255411265,45.241308793456035,31.0
90,C#CC1=CC=C(C)C=C1,scope,84.94397727272728,45.13061224489796,86.0
91,C#CC1=CC=C(C)C=C1,scope,84.87742857142857,45.13061224489796,86.0
92,C#CC1=CC=C(C)C=C1,scope,85.18950000000001,45.13061224489796,86.0
93,C#CC1=CC=C(C)C=C1,scope,85.5275670995671,45.13061224489796,86.0
94,C#CC1=CC=C(C)C=C1,scope,85.80183333333335,45.13061224489796,86.0
95,C#CC1=CC=C(C)C=C1,scope,84.31441391941392,45.13061224489796,86.0
96,C#CC1=CC=C(C)C=C1,scope,85.34127272727272,45.13061224489796,86.0
97,C#CC1=CC=C(C)C=C1,scope,85.10714285714286,45.13061224489796,86.0
98,C#CC1=CC=C(C)C=C1,scope,85.1956829004329,45.13061224489796,86.0
99,C#CC1=CC=C(C)C=C1,scope,83.9575079087579,45.13061224489796,86.0
100,C#CC1=CC=C(OC)C=C1,scope,68.85280162614005,45.032786885245905,65.0
101,C#CC1=CC=C(OC)C=C1,scope,84.47748964923966,45.032786885245905,81.0
102,C#CC1=CC=C(OC)C=C1,scope,62.27100971250971,45.032786885245905,78.0
103,C#CC1=CC=C(OC)C=C1,scope,67.95650491130979,45.032786885245905,65.0
104,C#CC1=CC=C(OC)C=C1,scope,82.34754563492065,45.032786885245905,81.0
105,C#CC1=CC=C(OC)C=C1,scope,62.065729771862145,45.032786885245905,78.0
106,C#CC1=CC=C(OC)C=C1,scope,66.70661968193487,45.032786885245905,65.0
107,C#CC1=CC=C(OC)C=C1,scope,80.77903607503607,45.032786885245905,81.0
108,C#CC1=CC=C(OC)C=C1,scope,61.884842046842024,45.032786885245905,78.0
109,C#CC1=CC=C(OC)C=C1,scope,67.86515700489815,45.032786885245905,65.0
110,C#CC1=CC=C(OC)C=C1,scope,81.45283333333333,45.032786885245905,81.0
111,C#CC1=CC=C(OC)C=C1,scope,60.180651848151854,45.032786885245905,78.0
112,C#CC1=CC=C(OC)C=C1,scope,70.81815683705699,45.032786885245905,65.0
113,C#CC1=CC=C(OC)C=C1,scope,83.15184332007861,45.032786885245905,81.0
114,C#CC1=CC=C(OC)C=C1,scope,58.827282647907644,45.032786885245905,78.0
115,C#CC1=CC=C(OC)C=C1,scope,67.48400697299292,45.032786885245905,65.0
116,C#CC1=CC=C(OC)C=C1,scope,82.2196334776335,45.032786885245905,81.0
117,C#CC1=CC=C(OC)C=C1,scope,62.10728750416252,45.032786885245905,78.0
118,C#CC1=CC=C(OC)C=C1,scope,69.90971012623164,45.032786885245905,65.0
119,C#CC1=CC=C(OC)C=C1,scope,83.4797545093795,45.032786885245905,81.0
120,C#CC1=CC=C(OC)C=C1,scope,61.34830013042513,45.032786885245905,78.0
121,C#CC1=CC=C(OC)C=C1,scope,67.68809285429911,45.032786885245905,65.0
122,C#CC1=CC=C(OC)C=C1,scope,81.64352078477079,45.032786885245905,81.0
123,C#CC1=CC=C(OC)C=C1,scope,61.99580772005771,45.032786885245905,78.0
124,C#CC1=CC=C(OC)C=C1,scope,67.58992137068299,45.032786885245905,65.0
125,C#CC1=CC=C(OC)C=C1,scope,82.91720779220779,45.032786885245905,81.0
126,C#CC1=CC=C(OC)C=C1,scope,61.20437992562993,45.032786885245905,78.0
127,C#CC1=CC=C(OC)C=C1,scope,66.69417108914153,45.032786885245905,65.0
128,C#CC1=CC=C(OC)C=C1,scope,83.1195868298368,45.032786885245905,81.0
129,C#CC1=CC=C(OC)C=C1,scope,60.93307247302062,45.032786885245905,78.0
130,C#CC1=CC=CC=C1,optimisation,63.0,44.074561403508774,30.0
131,C#CC1=CC=CC=C1,optimisation,64.55416666666666,44.074561403508774,0.0
132,C#CC1=CC=CC=C1,optimisation,50.30333333333333,44.074561403508774,78.0
133,C#CC1=CC=CC=C1,optimisation,59.382,44.074561403508774,0.0
134,C#CC1=CC=CC=C1,optimisation,61.49,44.074561403508774,50.0
135,C#CC1=CC=CC=C1,optimisation,61.91,44.074561403508774,98.0
136,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,82.0
137,C#CC1=CC=CC=C1,optimisation,57.47,44.074561403508774,36.0
138,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,70.0
139,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,35.0
140,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,75.0
141,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,30.0
142,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,1.0
143,C#CC1=CC=CC=C1,optimisation,12.13,44.074561403508774,0.0
144,C#CC1=CC=CC=C1,optimisation,24.12,44.074561403508774,0.0
145,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,1.0
146,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,87.0
147,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,92.0
148,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,98.0
149,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,88.0
150,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,65.0
151,C#CC1=CC=CC=C1,scope,62.88084615384616,44.074561403508774,65.0
152,C#CC1=CC=CC=C1,scope,71.28,44.074561403508774,54.0
153,C#CC1=CC=CC=C1,scope,60.207,44.074561403508774,99.0
154,C#CC1=CC=CC=C1,scope,75.62,44.074561403508774,96.0
155,C#CC1=CC=CC=C1,scope,62.59,44.074561403508774,65.0
156,C#CC1=CC=CC=C1,scope,71.25588888888889,44.074561403508774,90.0
157,C#CC1=CC=CC=C1,scope,72.14588888888889,44.074561403508774,78.0
158,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,64.0
159,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,72.0
160,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,60.0
161,C#CC1=CC=CC=C1,optimisation,62.91,44.074561403508774,98.0
162,C#CC1=CC=CC=C1,scope,66.86560202869023,44.074561403508774,90.0
163,C#CC1=CC=CC=C1,scope,77.14145868020867,44.074561403508774,91.0
164,C#CC1=CC=CC=C1,scope,67.5722619047619,44.074561403508774,64.0
165,C#CC1=CC=CC=C1,optimisation,63.79,44.074561403508774,30.0
166,C#CC1=CC=CC=C1,optimisation,63.903333333333336,44.074561403508774,0.0
167,C#CC1=CC=CC=C1,optimisation,50.055,44.074561403508774,78.0
168,C#CC1=CC=CC=C1,optimisation,58.26333333333334,44.074561403508774,0.0
169,C#CC1=CC=CC=C1,optimisation,63.35333333333333,44.074561403508774,50.0
170,C#CC1=CC=CC=C1,optimisation,61.635,44.074561403508774,98.0
171,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,82.0
172,C#CC1=CC=CC=C1,optimisation,59.21333333333334,44.074561403508774,36.0
173,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,70.0
174,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,35.0
175,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,75.0
176,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,30.0
177,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,1.0
178,C#CC1=CC=CC=C1,optimisation,12.65,44.074561403508774,0.0
179,C#CC1=CC=CC=C1,optimisation,26.29,44.074561403508774,0.0
180,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,1.0
181,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,87.0
182,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,92.0
183,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,98.0
184,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,88.0
185,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,65.0
186,C#CC1=CC=CC=C1,scope,64.40544786096257,44.074561403508774,65.0
187,C#CC1=CC=CC=C1,scope,71.63600000000001,44.074561403508774,54.0
188,C#CC1=CC=CC=C1,scope,60.98696020972493,44.074561403508774,99.0
189,C#CC1=CC=CC=C1,scope,75.11509090909091,44.074561403508774,96.0
190,C#CC1=CC=CC=C1,scope,63.05705882352942,44.074561403508774,65.0
191,C#CC1=CC=CC=C1,scope,72.09194444444444,44.074561403508774,90.0
192,C#CC1=CC=CC=C1,scope,73.49814646464647,44.074561403508774,78.0
193,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,64.0
194,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,72.0
195,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,60.0
196,C#CC1=CC=CC=C1,optimisation,63.06,44.074561403508774,98.0
197,C#CC1=CC=CC=C1,scope,66.74604711954713,44.074561403508774,90.0
198,C#CC1=CC=CC=C1,scope,75.68543989343989,44.074561403508774,91.0
199,C#CC1=CC=CC=C1,scope,68.61468376068376,44.074561403508774,64.0
200,C#CC1=CC=CC=C1,optimisation,61.42818181818182,44.074561403508774,30.0
201,C#CC1=CC=CC=C1,optimisation,62.81151515151515,44.074561403508774,0.0
202,C#CC1=CC=CC=C1,optimisation,51.0555,44.074561403508774,78.0
203,C#CC1=CC=CC=C1,optimisation,58.74318181818182,44.074561403508774,0.0
204,C#CC1=CC=CC=C1,optimisation,59.49734848484848,44.074561403508774,50.0
205,C#CC1=CC=CC=C1,optimisation,58.6,44.074561403508774,98.0
206,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,82.0
207,C#CC1=CC=CC=C1,optimisation,56.96666666666666,44.074561403508774,36.0
208,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,70.0
209,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,35.0
210,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,75.0
211,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,30.0
212,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,1.0
213,C#CC1=CC=CC=C1,optimisation,13.94,44.074561403508774,0.0
214,C#CC1=CC=CC=C1,optimisation,26.45,44.074561403508774,0.0
215,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,1.0
216,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,87.0
217,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,92.0
218,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,98.0
219,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,88.0
220,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,65.0
221,C#CC1=CC=CC=C1,scope,64.330625,44.074561403508774,65.0
222,C#CC1=CC=CC=C1,scope,68.65818181818182,44.074561403508774,54.0
223,C#CC1=CC=CC=C1,scope,60.36061111111111,44.074561403508774,99.0
224,C#CC1=CC=CC=C1,scope,72.09,44.074561403508774,96.0
225,C#CC1=CC=CC=C1,scope,61.528125,44.074561403508774,65.0
226,C#CC1=CC=CC=C1,scope,71.28818181818183,44.074561403508774,90.0
227,C#CC1=CC=CC=C1,scope,73.98818181818181,44.074561403508774,78.0
228,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,64.0
229,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,72.0
230,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,60.0
231,C#CC1=CC=CC=C1,optimisation,60.49818181818182,44.074561403508774,98.0
232,C#CC1=CC=CC=C1,scope,67.20247168109668,44.074561403508774,90.0
233,C#CC1=CC=CC=C1,scope,77.50146031746031,44.074561403508774,91.0
234,C#CC1=CC=CC=C1,scope,68.9304761904762,44.074561403508774,64.0
235,C#CC1=CC=CC=C1,optimisation,61.53881944444444,44.074561403508774,30.0
236,C#CC1=CC=CC=C1,optimisation,62.113375000000005,44.074561403508774,0.0
237,C#CC1=CC=CC=C1,optimisation,51.352,44.074561403508774,78.0
238,C#CC1=CC=CC=C1,optimisation,58.994208333333326,44.074561403508774,0.0
239,C#CC1=CC=CC=C1,optimisation,61.72881944444444,44.074561403508774,50.0
240,C#CC1=CC=CC=C1,optimisation,59.724444444444444,44.074561403508774,98.0
241,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,82.0
242,C#CC1=CC=CC=C1,optimisation,58.55381944444444,44.074561403508774,36.0
243,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,70.0
244,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,35.0
245,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,75.0
246,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,30.0
247,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,1.0
248,C#CC1=CC=CC=C1,optimisation,17.52,44.074561403508774,0.0
249,C#CC1=CC=CC=C1,optimisation,23.31,44.074561403508774,0.0
250,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,1.0
251,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,87.0
252,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,92.0
253,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,98.0
254,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,88.0
255,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,65.0
256,C#CC1=CC=CC=C1,scope,67.52385576923076,44.074561403508774,65.0
257,C#CC1=CC=CC=C1,scope,70.484375,44.074561403508774,54.0
258,C#CC1=CC=CC=C1,scope,60.72973380867498,44.074561403508774,99.0
259,C#CC1=CC=CC=C1,scope,75.9,44.074561403508774,96.0
260,C#CC1=CC=CC=C1,scope,63.386785714285715,44.074561403508774,65.0
261,C#CC1=CC=CC=C1,scope,68.71214285714285,44.074561403508774,90.0
262,C#CC1=CC=CC=C1,scope,70.40214285714285,44.074561403508774,78.0
263,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,64.0
264,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,72.0
265,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,60.0
266,C#CC1=CC=CC=C1,optimisation,62.24881944444444,44.074561403508774,98.0
267,C#CC1=CC=CC=C1,scope,67.95928203740704,44.074561403508774,90.0
268,C#CC1=CC=CC=C1,scope,78.02714606227107,44.074561403508774,91.0
269,C#CC1=CC=CC=C1,scope,69.99024725274725,44.074561403508774,64.0
270,C#CC1=CC=CC=C1,optimisation,62.178888888888885,44.074561403508774,30.0
271,C#CC1=CC=CC=C1,optimisation,63.28138888888888,44.074561403508774,0.0
272,C#CC1=CC=CC=C1,optimisation,52.44438888888889,44.074561403508774,78.0
273,C#CC1=CC=CC=C1,optimisation,60.99138888888888,44.074561403508774,0.0
274,C#CC1=CC=CC=C1,optimisation,60.50488888888889,44.074561403508774,50.0
275,C#CC1=CC=CC=C1,optimisation,60.972222222222214,44.074561403508774,98.0
276,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,82.0
277,C#CC1=CC=CC=C1,optimisation,59.515,44.074561403508774,36.0
278,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,70.0
279,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,35.0
280,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,75.0
281,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,30.0
282,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,1.0
283,C#CC1=CC=CC=C1,optimisation,16.545,44.074561403508774,0.0
284,C#CC1=CC=CC=C1,optimisation,34.535,44.074561403508774,0.0
285,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,1.0
286,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,87.0
287,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,92.0
288,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,98.0
289,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,88.0
290,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,65.0
291,C#CC1=CC=CC=C1,scope,63.12914285714285,44.074561403508774,65.0
292,C#CC1=CC=CC=C1,scope,70.17888888888889,44.074561403508774,54.0
293,C#CC1=CC=CC=C1,scope,57.92947405372405,44.074561403508774,99.0
294,C#CC1=CC=CC=C1,scope,73.85,44.074561403508774,96.0
295,C#CC1=CC=CC=C1,scope,60.747142857142855,44.074561403508774,65.0
296,C#CC1=CC=CC=C1,scope,69.38172222222221,44.074561403508774,90.0
297,C#CC1=CC=CC=C1,scope,69.90888888888888,44.074561403508774,78.0
298,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,64.0
299,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,72.0
300,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,60.0
301,C#CC1=CC=CC=C1,optimisation,62.19888888888889,44.074561403508774,98.0
302,C#CC1=CC=CC=C1,scope,67.24729233850944,44.074561403508774,90.0
303,C#CC1=CC=CC=C1,scope,78.60033928571428,44.074561403508774,91.0
304,C#CC1=CC=CC=C1,scope,69.90767277167278,44.074561403508774,64.0
305,C#CC1=CC=CC=C1,optimisation,64.49125,44.074561403508774,30.0
306,C#CC1=CC=CC=C1,optimisation,65.28125,44.074561403508774,0.0
307,C#CC1=CC=CC=C1,optimisation,51.725,44.074561403508774,78.0
308,C#CC1=CC=CC=C1,optimisation,62.0525,44.074561403508774,0.0
309,C#CC1=CC=CC=C1,optimisation,62.56725,44.074561403508774,50.0
310,C#CC1=CC=CC=C1,optimisation,61.77,44.074561403508774,98.0
311,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,82.0
312,C#CC1=CC=CC=C1,optimisation,61.3475,44.074561403508774,36.0
313,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,70.0
314,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,35.0
315,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,75.0
316,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,30.0
317,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,1.0
318,C#CC1=CC=CC=C1,optimisation,13.53,44.074561403508774,0.0
319,C#CC1=CC=CC=C1,optimisation,26.83,44.074561403508774,0.0
320,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,1.0
321,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,87.0
322,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,92.0
323,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,98.0
324,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,88.0
325,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,65.0
326,C#CC1=CC=CC=C1,scope,65.26705882352941,44.074561403508774,65.0
327,C#CC1=CC=CC=C1,scope,69.52125,44.074561403508774,54.0
328,C#CC1=CC=CC=C1,scope,61.85053794244971,44.074561403508774,99.0
329,C#CC1=CC=CC=C1,scope,74.2825,44.074561403508774,96.0
330,C#CC1=CC=CC=C1,scope,63.8625,44.074561403508774,65.0
331,C#CC1=CC=CC=C1,scope,71.8325,44.074561403508774,90.0
332,C#CC1=CC=CC=C1,scope,71.5225,44.074561403508774,78.0
333,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,64.0
334,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,72.0
335,C#CC1=CC=CC=C1,optimisation,64.54125,44.074561403508774,60.0
